Country Name,Country Code,Series Name,Series Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,63.5233948093157,71.5821433759538,76.4387030058667,83.0740187275294,105.021064735005,97.8679108385313,100,111.804185808913,119.005731346616,127.795223073732,133.768366733582,132.883209191418,138.708665508891,145.610741438593,146.52248185721,149.895975208032,..,..,..,..
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,12.6862687216715,6.78459655001657,8.68057078513405,26.4186641547445,-6.81116108898993,2.17853752389414,11.8041858089129,6.44121280934117,7.38577178397855,4.67399603536305,-0.66170916471352,4.38389195513893,4.97595150553892,0.626149149168983,2.30237251516819,..,..,..,..
Afghanistan,AFG,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.754695247067952,0.113481634587195,0.402819292924976,0.487686262693032,0.379800304581339,0.323576197641919,0.598756026259218,1.58322814481364,1.93817780133484,3.29960835203606,4.333403208221,4.35357201508207,3.32380000211032,2.97423809266455,2.67397501265809,..,..,..
Afghanistan,AFG,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.153432094486591,0.0623084542101936,0.0794560282166708,0.0867566490556338,0.065666365397817,0.0580764280918365,0.0743981072003037,0.124142977676627,0.205272277364401,0.292136690509521,0.324902542065687,0.333475147144941,0.344998757258291,0.291266953257151,0.228321083128007,0.181132658045911,0.176545692219133,..
Afghanistan,AFG,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,9.6,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,4.4,9.3,14.1,19,23.8,28.7,33.5,38.4,42.4,48.3,42.7,43.2,69.1,68,89.5,71.5,97.7,97.7,93.4,97.7,97.7,97.7,85.3,..
Afghanistan,AFG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,2.1,7.8,15.4,19.3,25,28,36.7,30.2,29.6,60.8,60.2,86.5,64.6,97.1,97.1,91.6,97.1,97.1,97.1,81.7,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,180.188369406647,142.903364432457,182.174038211707,199.643226536823,221.830530720307,254.115276010485,274.01539233406,376.318299640418,382.533807216693,453.387385142577,562.499221552971,608.738850364613,653.417474910283,638.73318101404,626.512929086139,566.881129708434,523.053011984748,526.140801025756,492.090630986151,497.741431256813,512.055098005672,355.777826392648,352.603733092107,..
Afghanistan,AFG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.69848728179932,9.79236030578613,..,11.7771825790405,..,..,13.007438659668,9.46000003814697,12.5973300933838,..
Afghanistan,AFG,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.0244882106781,3.34751009941101,..,4.24002742767334,..,..,5.58141565322876,5.19999980926514,5.70547008514404,..
Afghanistan,AFG,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.382791519165,15.9856195449829,..,19.1655941009521,..,..,20.2808513641357,12.1000003814697,19.8488998413086,..
Afghanistan,AFG,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9754753112793,31.8330307006836,..,38.2975196838379,..,..,34.6690063476562,19.3400001525879,32.3952217102051,..
Afghanistan,AFG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6816530227661,19.5894508361816,..,24.2811393737793,..,..,22.4321632385254,15.25,21.0254802703857,..
Afghanistan,AFG,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.40215969085693,6.84849977493286,..,9.98258304595947,..,..,9.93856811523438,8.63000011444092,10.2197399139404,..
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,20.9709193555198,20.9823486569015,22.5413387666176,24.1003328260197,25.6662399387279,27.2391887360031,28.8122662344939,30.4665336124326,32.128704614959,33.7989577403427,35.4774709901664,37.16457222165,38.8603050336229,40.564852379778,42.2784026530125,44.0013086436901,45.7336021554717,47.4776157981306,49.2341444226923,51.0034810931108,52.6490009350063,54.298589737252,55.9519412878114,..
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,..,..,-1.90854012966156,..,-2.03930115699768,..,-2.03141713142395,..,-1.43342101573944,-1.1775711774826,-1.20303392410278,-1.12542963027954,-1.11029398441315,-1.05765390396118,-1.16890180110931,-1.37549519538879,-1.40446734428406,-1.33597695827484,-1.26743006706238,-1.24013912677765,-1.13552260398865,-1.11762809753418,-1.03783690929413,-0.990954160690308,-1.00768673419952,-1.00671291351318,-1.07826685905457,-1.56838941574097,-1.75352871417999,-1.85290133953094
Afghanistan,AFG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,42.093,42.062,41.984,41.985,41.901,41.84,41.856,41.644,41.481,41.321,41.857,42.362,42.84,42.766,42.642,53.764,52.685,55.619,55.558
Afghanistan,AFG,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.058,..,..,42.84,..,..,53.764,43.769,..,..
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,37.807846284174,40.75429436957,45.9404730556661,61.1836480648907,73.8137021846446,74.1011605344394,74.1382245539502,76.442135324008,82.3820911976625,82.7808226707298,84.6682412961938,86.6719846178477,88.7267419018594,91.3288155181303,94.3617275795417,96.500834430802,100,103.429123247222,105.530381748189,107.575160377427,109.324187306059,111.397164149808,112.817958876089,115.059269640307,117.392740239274,119.049258384382,120.978911881374,123.448662047404,131.750834819418,..
